  6.4661e-06    5.1908e-15    1.0304e-11    2.4639e-13    1.5760e-04    2.7517e-17    1.3310e-04    4.7905e-05    1.1278e-14    9.9619e-13    3.4823e-06    1.6989e-06    1.3777e-10    1.0333e-14  
  6.4661e-06    5.1930e-15    1.0306e-11    2.6670e-13    1.5760e-04    2.7530e-17    1.3313e-04    4.7905e-05    1.1283e-14    9.9640e-13    3.4823e-06    1.6989e-06    1.3777e-10    1.0333e-14  
  6.4661e-06    5.1951e-15    1.0308e-11    2.6733e-13    1.5760e-04    2.7541e-17    1.3316e-04    4.7905e-05    1.1287e-14    9.9661e-13    3.4823e-06    1.6989e-06    1.3777e-10    1.0333e-14  
  6.4661e-06    5.1973e-15    1.0310e-11    2.6772e-13    1.5760e-04    2.7553e-17    1.3319e-04    4.7905e-05    1.1292e-14    9.9681e-13    3.4823e-06    1.6989e-06    1.3777e-10    1.0333e-14  
  6.4661e-06    5.1994e-15    1.0312e-11    2.6802e-13    1.5760e-04    2.7564e-17    1.3321e-04    4.7905e-05    1.1297e-14    9.9702e-13    3.4823e-06    1.6989e-06    1.3777e-10    1.0333e-14  
  6.4661e-06    5.2016e-15    1.0314e-11    2.6826e-13    1.5760e-04    2.7576e-17    1.3324e-04    4.7905e-05    1.1301e-14    9.9723e-13    3.4823e-06    1.6989e-06    1.3777e-10    1.0333e-14  
  6.4661e-06    5.2038e-15    1.0317e-11    2.6847e-13    1.5760e-04    2.7587e-17    1.3327e-04    4.7905e-05    1.1306e-14    9.9744e-13    3.4823e-06    1.6989e-06    1.3777e-10    1.0333e-14  
  6.4661e-06    5.2060e-15    1.0319e-11    2.6866e-13    1.5760e-04    2.7599e-17    1.3330e-04    4.7905e-05    1.1311e-14    9.9765e-13    3.4823e-06    1.6989e-06    1.3776e-10    1.0333e-14  
  6.4660e-06    5.2082e-15    1.0321e-11    2.6883e-13    1.5760e-04    2.7611e-17    1.3333e-04    4.7905e-05    1.1316e-14    9.9787e-13    3.4823e-06    1.6989e-06    1.3776e-10    1.0333e-14  
  6.4660e-06    5.2105e-15    1.0323e-11    2.6899e-13    1.5760e-04    2.7623e-17    1.3336e-04    4.7905e-05    1.1321e-14    9.9808e-13    3.4823e-06    1.6989e-06    1.3776e-10    1.0333e-14  
  6.4660e-06    5.2127e-15    1.0325e-11    2.6914e-13    1.5760e-04    2.7635e-17    1.3338e-04    4.7905e-05    1.1326e-14    9.9830e-13    3.4823e-06    1.6989e-06    1.3776e-10    1.0333e-14  
  6.4660e-06    5.2150e-15    1.0328e-11    2.6929e-13    1.5760e-04    2.7647e-17    1.3341e-04    4.7905e-05    1.1331e-14    9.9852e-13    3.4823e-06    1.6989e-06    1.3776e-10    1.0333e-14  
  6.4660e-06    5.2173e-15    1.0330e-11    2.6942e-13    1.5760e-04    2.7659e-17    1.3344e-04    4.7905e-05    1.1336e-14    9.9874e-13    3.4823e-06    1.6989e-06    1.3776e-10    1.0333e-14  
